id,main url,title,price,category,images,short desc,نام 1 صفت,مقدار(های) 1 صفت,نام 2 صفت,مقدار(های) 2 صفت,نام 3 صفت,مقدار(های) 3 صفت,نام 4 صفت,مقدار(های) 4 صفت,نام 5 صفت,مقدار(های) 5 صفت,نام 6 صفت,مقدار(های) 6 صفت,نام 7 صفت,مقدار(های) 7 صفت,نام 8 صفت,مقدار(های) 8 صفت,نام 9 صفت,مقدار(های) 9 صفت,نام 10 صفت,مقدار(های) 10 صفت,نام 11 صفت,مقدار(های) 11 صفت,نام 12 صفت,مقدار(های) 12 صفت,نام 13 صفت,مقدار(های) 13 صفت,نام 14 صفت,مقدار(های) 14 صفت,نام 15 صفت,مقدار(های) 15 صفت,نام 16 صفت,مقدار(های) 16 صفت,نام 17 صفت,مقدار(های) 17 صفت,نام 18 صفت,مقدار(های) 18 صفت,نام 19 صفت,مقدار(های) 19 صفت,نام 20 صفت,مقدار(های) 20 صفت,نام 21 صفت,مقدار(های) 21 صفت,نام 22 صفت,مقدار(های) 22 صفت,نام 23 صفت,مقدار(های) 23 صفت,نام 24 صفت,مقدار(های) 24 صفت,نام 25 صفت,مقدار(های) 25 صفت,نام 26 صفت,مقدار(های) 26 صفت,نام 27 صفت,مقدار(های) 27 صفت,نام 28 صفت,مقدار(های) 28 صفت,نام 29 صفت,مقدار(های) 29 صفت,نام 30 صفت,مقدار(های) 30 صفت,نام 31 صفت,مقدار(های) 31 صفت,نام 32 صفت,مقدار(های) 32 صفت,نام 33 صفت,مقدار(های) 33 صفت,نام 34 صفت,مقدار(های) 34 صفت,نام 35 صفت,مقدار(های) 35 صفت,نام 36 صفت,مقدار(های) 36 صفت,نام 37 صفت,مقدار(های) 37 صفت,نام 38 صفت,مقدار(های) 38 صفت,نام 39 صفت,مقدار(های) 39 صفت,نام 40 صفت,مقدار(های) 40 صفت,نام 41 صفت,مقدار(های) 41 صفت,نام 42 صفت,مقدار(های) 42 صفت,نام 43 صفت,مقدار(های) 43 صفت,نام 44 صفت,مقدار(های) 44 صفت,نام 45 صفت,مقدار(های) 45 صفت,نام 46 صفت,مقدار(های) 46 صفت,نام 47 صفت,مقدار(های) 47 صفت,نام 48 صفت,مقدار(های) 48 صفت,نام 49 صفت,مقدار(های) 49 صفت,نام 50 صفت,مقدار(های) 50 صفت
343,https://damatajhiz.com/products/2124/کولر-گازی-تراست-مدل-tmsab30ht1-a,کولر گازی تراست مدل TMSAB30HT1 A,29935000,کولر گازی و اسپلیت > کولر گازی و اسپلیت تراست,https://damava.ir/wp-content/uploads/2022/sarmayesh/343/1.jpg,<ol><li>عملکرد: سرمايش و گرمایش </li><li>صرفه جویی در مصرف انرژی با رده انرژی A</li><li> برای مساحت 40 تا 60 متر مربع(براساس شرایط)</li><li> دارای گاز مبرد R410A و کمپرسور روتاری </li><li>مناسب آب و هوای معتدل</li></ol>,مدل دستگاه,TMSAB30HT1 A,برچسب مصرف انرژی,A,موقعیت نصب دستگاه,دیواری,شرایط کارکرد,معتدل ,نوع کمپرسور,روتاری,کیت اینورتر (کم مصرف) ,ندارد,گاز مبرد,R410,ظرفیت سرمایشی - BTU/h,30000,ظرفیت گرمایشی - BTU/h,30000, برق مصرفی,تک فاز - 220 ولت,جریان برق مصرفی - Amp,11~10,حداکثر صدا یونیت داخلی - Db,41/46/50,ابعاد یونیت داخلی - mm ,1260x283x362,ابعاد یونیت خارجی - mm,1048x455x810,وزن یونیت داخلی - Kg,21.8,وزن یونیت خارجی - Kg,63.9,سایز لوله مایع (رفت) - inch,3/8,سایز لوله گاز (برگشت) - inch,5/8,حداکثر طول لوله کشی - m,22,حداکثر ارتفاع لوله کشی - m,10,دامنه دمایی کارکرد,7- الی 43 درجه سانتیگراد,کشور سازنده ,چین,مدت گارانتی,18 ماه ضمانت قطعات فنی - 60 ماه ضمانت کمپرسور,نصب رایگان,دارد - طبق تعرفه شرکت گارانتی,شناسه کالا,2005498963741,گارانتی,5 سال گارانتی شرکت اصلی,گارانتی,5 سال ضمانت تعویض كمپرسور و 18 ماه گارانتی قطعات فنی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,https://damatajhiz.com/products/164/فن-کویل-کانالی-ساران-مدل-srdf-1200,فن کویل کانالی ساران مدل SRDF-1200,13189000,فن کویل > فن کویل ساران,"https://damava.ir/wp-content/uploads/2022/sarmayesh/344/1.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/344/2.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/344/3.jpg",<ol><li>مجهز به کویل چهار ردیفه از نوع لوله مسی به قطر 5/8 اینچ</li><li>مجهز به کلید سه سرعته جهت انتخاب دور مناسب الکترو موتور</li><li>فیلتر آنتی باکتریال قابل شستشو</li><li>رله حرارتی جهت حفاظت در برابر حرارت بیش از حد سیم پیچ</li><li>برای مساحت حداکثر 80 متر مربع (براساس شرایط)</li></ol>,مدل دستگاه,SRDF-1200,موقعیت نصب دستگاه,سقفی,ظرفیت هوادهي- CFM,1200,حداکثر قدرت سرمایش (BTU/hr),35997,حداکثر قدرت گرمایش (BTU/hr),96546,نوع برق مصرفی,تک فاز - 220 ولت,ردیف کویل,4,تعداد موتور,1,توان ورودی- W,300,نوع فن,-,تعداد فن,1,حداکثر صدا- Db,63,"ابعاد بدنه (ارتفاع,عرض,طول) - mm",1150x950x305,وزن - Kg,88,سایز لوله ورودی- Inch,3/4,سایز لوله خروجی- Inch,3/4,کشور سازنده ,ایران,مدت گارانتی,18 ماه گارانتی از زمان نصب,گارانتی,18 ماه گارانتی شرکت اصلی,گارانتی,گارانتی 18 ماهه از زمان تحویل، گارانتی 12 ماهه از زمان نصب,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,https://damatajhiz.com/products/1924/کولر-آبی-صنعتی-سلولزی-انرژی-مدل-ec-2500,کولر آبی صنعتی سلولزی انرژی مدل EC 2500,66145000,کولر آبی > کولر آبی انرژی,"https://damava.ir/wp-content/uploads/2022/sarmayesh/347/1.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/347/2.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/347/3.jpg",<ol><li>ابعاد (ارتفاع، طول، عرض): 188*177*177 سانتیمتر</li><li>برای مساحت 300 تا 420 متر مربع (براساس شرایط)</li><li>دارای قدرت موتور 7/5 اسب بخار</li><li>برق مصرفی سه فاز</li></ol>,مدل,EC2500,نوع,صنعتی روبروزن ,سیستم سرمایش,تبخیری,برق مصرفی,سه فاز 380 ولت,جریان برق مصرفی (آمپر),10,هوادهی  (cfm),14700,هوادهی  (m^3/h),25000,فشار استاتيکي فن (mm H2O),20,قدرت موتور ( اسب بخار ),7.5hp,ابعاد کولر (cm) (طول),177,ابعاد کولر (cm) (عرض),177,ابعاد کولر (cm) (ارتفاع),188,وزن (kg) (محصول),400,وزن (kg) (آب),320 لیتر,کشور سازنده,ایران,مدت گارانتی,18 ماه گارانتی,دهانه خروجی هوا (cm) (عرض),79.7,دهانه خروجی هوا (cm) (طول),79.7,نصب رایگان,ندارد,گارانتی,18 ماه گارانتی انرژی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,https://damatajhiz.com/products/2126/کولر-گازی-تراست-مدل-tmsab36ht1-a,کولر گازی تراست مدل TMSAB36HT1 A,34212000,کولر گازی و اسپلیت > کولر گازی و اسپلیت تراست,https://damava.ir/wp-content/uploads/2022/sarmayesh/348/1.jpg,<ol><li>عملکرد: سرمايش و گرمایش </li><li>رده انرژی B</li><li>برای مساحت 50 تا 70 متر مربع(براساس شرایط)</li><li> دارای گاز مبرد R410A و کمپرسور روتاری</li><li>مناسب آب و هوای معتدل</li></ol>,مدل دستگاه,TMSAB-36H410A B,برچسب مصرف انرژی,B,موقعیت نصب دستگاه,دیواری,شرایط کارکرد,معتدل ,نوع کمپرسور,روتاری,کیت اینورتر (کم مصرف) ,ندارد,گاز مبرد,R410,ظرفیت سرمایشی - BTU/h,36000,ظرفیت گرمایشی - BTU/h,36000, برق مصرفی,تک فاز - 220 ولت,جریان برق مصرفی - Amp,15~14,حداکثر صدا یونیت داخلی - Db,41/46/50,ابعاد یونیت داخلی - mm ,1260x283x362,ابعاد یونیت خارجی - mm,1048x455x810,وزن یونیت داخلی - Kg,21.8,وزن یونیت خارجی - Kg,70,سایز لوله مایع (رفت) - inch,3/8,سایز لوله گاز (برگشت) - inch,5/8,حداکثر طول لوله کشی - m,18,حداکثر ارتفاع لوله کشی - m,10,دامنه دمایی کارکرد,7- الی 43 درجه سانتیگراد,کشور سازنده ,چین,مدت گارانتی,18 ماه ضمانت قعطات فنی - 60 ماه ضمانت کمپرسور,نصب رایگان,دارد - طبق تعرفه شرکت گارانتی,شناسه کالا,2800000656683,گارانتی,5 سال گارانتی شرکت اصلی,گارانتی,5 سال ضمانت تعویض كمپرسور و 18 ماه گارانتی قطعات فنی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,https://damatajhiz.com/products/1796/کولر-گازی-سامسونگ-مدل-ar12mqfrbwkfa,کولر گازی سامسونگ مدل AR12MQFRBWK/FA,14800000,کولر گازی و اسپلیت > کولر گازی و اسپلیت سامسونگ,"https://damava.ir/wp-content/uploads/2022/sarmayesh/349/1.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/349/2.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/349/3.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/349/4.jpg",<ol><li>عملکرد: سرمايش و گرمایش</li><li>رده انرژی B</li><li>برای مساحت 17 تا 22 متر مربع (براساس شرایط)</li><li>گاز مبرد R410a و کمپرسور روتاری</li><li>مناسب آب و هوای معتدل</li></ol>,مدل دستگاه,AR12MQFRBWK/FA,برچسب مصرف انرژی,B,موقعیت نصب دستگاه,دیواری,شرایط کارکرد,معتدل,نوع کمپرسور,روتاری,کیت اینورتر (کم مصرف) ,ندارد,گاز مبرد,R410a,ظرفیت سرمایشی - BTU/h,12000,ظرفیت گرمایشی - BTU/h,12000, برق مصرفی,تک فاز - 220 ولت,جریان برق مصرفی سرمایش~گرمایش- Amp,5~4.4,سطح صدای یونیت داخلی - Db,45,ابعاد خالص یونیت داخلی (ارتفاعxطولxعرض) - mm,214x837x296,ابعاد خالص یونیت خارجی (ارتفاعxطولxعرض) - mm,285x730x545,وزن یونیت داخلی - Kg,9.5,وزن یونیت خارجی - Kg,30.5,سایز لوله مایع (رفت) - Inch,-,سایز لوله گاز (برگشت) - Inch,-,حداکثر طول لوله کشی - m,20,حداکثر ارتفاع لوله کشی - m,8,دامنه دمایی کارکرد,تا 43 درجه سانتیگراد,کشور سازنده ,چین,مدت گارانتی,18 ماه - 60 ماه کمپرسور,شناسه کالا,2800000240936,گارانتی,5 سال گارانتی سام سرویس,گارانتی,5 سال ضمانت تعويض كمپرسور و 18 ماه گارانتی قطعات فنی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,https://damatajhiz.com/products/7511/کولر-گازی-سرد-حاره-ای-تک-الکتریک-bts-unf-12cr,کولر گازی سرد حاره ای تک الکتریک BTS-UNF-12CR,13580000,کولر گازی و اسپلیت > کولرگازی و اسپلیت تک الکتریک,"https://damava.ir/wp-content/uploads/2022/sarmayesh/352/1.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/352/2.jpg",<ol><li>عملکرد: سرمایش</li><li>صرفه جویی در مصرف انرژی با رده انرژی A</li><li>برای مساحت 17 تا 22 متر مربع (براساس شرایط)</li><li>دارای گاز مبرد R410 و کمپرسور روتاری+5 متر لوله رایگان</li><li>دارای فیلتر با قابلیت تعویض و شستشوی آسان</li></ol>,مدل دستگاه,BTS-UNF-12CR,برچسب مصرف انرژی,A,موقعیت نصب دستگاه,دیواری,شرایط کارکرد,حاره ای,نوع کمپرسور,روتاری,کیت اینورتر (کم مصرف) ,ندارد,گاز مبرد,R410a,ظرفیت سرمایشی - BTU/h,12000,ظرفیت گرمایشی - BTU/h,-, برق مصرفی,تک فاز - 220 ولت,توان مصرفی - W,1200,جریان برق مصرفی - Amp,5.3,شدت صدای یونیت داخلی - Db,40,ابعاد خالص یونیت داخلی (ارتفاعxطولxعرض) - mm,198x850x300,ابعاد نا خالص یونیت داخلی (ارتفاعxطولxعرض) - mm,270x900x370,ابعاد خالص یونیت خارجی(ارتفاعxطولxعرض) - mm,315x800x540 ,ابعاد نا خالص یونیت خارجی(ارتفاعxطولxعرض) - mm,400x920x620,وزن یونیت داخلی - Kg,9.5,وزن یونیت خارجی - Kg,31,سایز لوله مایع (رفت) - mm,6,سایز لوله گاز (برگشت) - mm,9,حداکثر طول لوله کشی - m,-,حداکثر ارتفاع لوله کشی - m,-,دامنه دمایی  کارکرد,-,کشور سازنده ,ایران,مدت گارانتی,18 ماه ضمانت قطعات فنی - 5 سال ضمانت کمپرسور,شناسه کالا,2800000191528,گارانتی,5 سال گارانتی شرکت بدر تک الکتریک,گارانتی,5 سال ضمانت تعويض كمپرسور و 18 ماه گارانتي قطعات فني,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,https://damatajhiz.com/products/3582/کولر-گازی-تک-الکتریک-مدل-bts-unf-24hr,کولر گازی تک الکتریک  مدل BTS-UNF-24HR,21243000,کولر گازی و اسپلیت > کولرگازی و اسپلیت تک الکتریک,"https://damava.ir/wp-content/uploads/2022/sarmayesh/353/1.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/353/2.jpg",<ol><li>عملکرد: سرمايش و گرمایش</li><li>صرفه جویی در مصرف انرژی با رده انرژی A</li><li>برای مساحت 34 تا 45 متر مربع (براساس شرایط)</li><li>دارای گاز مبرد R410a و کمپرسور روتاری + 5 متر لوله رایگان</li><li>مناسب آب و هوای معتدل</li></ol>,مدل دستگاه,BTS-UNF-24HR,برچسب مصرف انرژی,A,موقعیت نصب دستگاه,دیواری,شرایط کارکرد,معتدل,نوع کمپرسور,روتاری,کیت اینورتر (کم مصرف) ,ندارد,گاز مبرد,R410a,ظرفیت سرمایشی - BTU/h,24000,ظرفیت گرمایشی - BTU/h,24500, برق مصرفی,تک فاز - 220 ولت,جریان برق مصرفی - Amp,8.6~7.9,شدت صدای یونیت داخلی - Db,40/45/48,ابعاد خالص یونیت داخلی (ارتفاعxطولxعرض) - mm,233x1082x330,ابعاد نا خالص یونیت داخلی (ارتفاعxطولxعرض) - mm,317x1205x400,ابعاد خالص یونیت خارجی(ارتفاعxطولxعرض) - mm,310x825x655 ,ابعاد نا خالص یونیت خارجی(ارتفاعxطولxعرض) - mm,435x945x725,وزن یونیت داخلی - Kg,14,وزن یونیت خارجی - Kg,48,سایز لوله مایع (رفت) - mm,6,سایز لوله گاز (برگشت) - mm,15.9,حداکثر طول لوله کشی - m,25,حداکثر ارتفاع لوله کشی - m,10,دامنه دمایی  کارکرد,7- الی 43 درجه سانتی گراد,کشور سازنده ,ایران,مدت گارانتی,18 ماه ضمانت قطعات فنی - 5 سال ضمانت کمپرسور,شناسه کالا,2800000189822,گارانتی,5 سال گارانتی شرکت بدر تک الکتریک,گارانتی,5 سال ضمانت تعويض كمپرسور و 18 ماه گارانتي قطعات فني,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,https://damatajhiz.com/products/7506/کولر-گازی-سرد-حاره-ای-تک-الکتریک-bts-unp-24ct3,کولر گازی سرد حاره ای تک الکتریک BTS-UNP-24CT3,27063000,کولر گازی و اسپلیت > کولرگازی و اسپلیت تک الکتریک,"https://damava.ir/wp-content/uploads/2022/sarmayesh/355/1.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/355/2.jpg",<ol><li>عملکرد: سرمایش</li><li>صرفه جویی در مصرف انرژی با رده انرژی A</li><li>برای مساحت 34 تا 45 متر مربع(براساس شرایط)</li><li>دارای گاز مبرد R410a و کمپرسور پیستونی+5 متر لوله رایگان</li><li>دارای فیلتر با قابلیت تعویض و شستشوی آسان</li></ol>,مدل دستگاه,BTS-UNP-24CT3,برچسب مصرف انرژی,A,موقعیت نصب دستگاه,دیواری,شرایط کارکرد,حاره ای,نوع کمپرسور,پیستونی,کیت اینورتر (کم مصرف) ,ندارد,گاز مبرد,R410a,ظرفیت سرمایشی - BTU/h,24000,ظرفیت گرمایشی - BTU/h,-, برق مصرفی,تک فاز - 220 ولت,توان مصرفی - W,2250,جریان برق مصرفی - Amp,12,شدت صدای یونیت داخلی - Db,51,ابعاد خالص یونیت داخلی (ارتفاعxطولxعرض) - mm,235x1100x330,ابعاد نا خالص یونیت داخلی (ارتفاعxطولxعرض) - mm,317x1180x400,ابعاد خالص یونیت خارجی(ارتفاعxطولxعرض) - mm,310x825x655 ,ابعاد نا خالص یونیت خارجی(ارتفاعxطولxعرض) - mm,435x945x725,وزن یونیت داخلی - Kg,15,وزن یونیت خارجی - Kg,55,سایز لوله مایع (رفت) - mm,6,سایز لوله گاز (برگشت) - mm,15.9,حداکثر طول لوله کشی - m,-,حداکثر ارتفاع لوله کشی - m,-,دامنه دمایی  کارکرد,-,کشور سازنده ,ایران,مدت گارانتی,18 ماه ضمانت قطعات فنی - 5 سال ضمانت کمپرسور,شناسه کالا,2800000191474,گارانتی,5 سال گارانتی شرکت بدر تک الکتریک,گارانتی,5 سال ضمانت تعويض كمپرسور و 18 ماه گارانتي قطعات فني,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,https://damatajhiz.com/products/4640/کولر-گازی-ایستاده-هایسنس-r410a-مدل-hfh-55fm,کولر گازی ایستاده هایسنس R410a مدل HFH-55FM,54985000,کولر گازی و اسپلیت > کولر گازی و اسپلیت هایسنس,"https://damava.ir/wp-content/uploads/2022/sarmayesh/356/1.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/356/2.jpg",<ol><li>عملکرد: سرمايش و گرمایش</li><li>برق مصرفی: سه فاز + گرید انرژی B</li><li>برای مساحت 80 تا 110 متر مربع (براساس شرایط)</li><li>مناسب آب و هوای معتدل</li><li>گاز مبرد R410a و کمپرسور روتاری</li></ol>,مدل دستگاه,HFH-55FM,برچسب مصرف انرژی,B,موقعیت نصب دستگاه,ایستاده,شرایط کارکرد,معتدل,نوع کمپرسور,روتاری,کیت اینورتر (کم مصرف) ,ندارد,گاز مبرد,R410a,حداکثر ظرفیت سرمایشی - BTU/h,52886,حداکثر ظرفیت گرمایشی - BTU/h,56298, برق مصرفی,سه فاز - 380 ولت,جریان برق مصرفی (سرمایش ~ گرمایش) - Amp,9.1~8.7,سطح صدای یونیت داخلی - Db,50/52,ابعاد   خالص یونیت داخلی (ارتفاعxطولxعرض) - mm ,380x580x1870,ابعاد خالص یونیت خارجی (ارتفاعxطولxعرض) - mm,340x950x1050,ابعاد با بسته بندی یونیت داخلی (ارتفاعxطولxعرض) - mm,480x690x2000,ابعاد با بسته بندی یونیت خارجی (ارتفاعxطولxعرض) - mm,460x1110x1200,وزن خالص/ناخالص یونیت داخلی - Kg,63/55,وزن خالص/ناخالص یونیت خارجی - Kg,103/96,سایز لوله مایع (رفت) - Inch,3/8,سایز لوله گاز (برگشت) - Inch,3/4,حداکثر طول لوله کشی - m,30,حداکثر ارتفاع لوله کشی - m,15,کشور سازنده ,چین,مدت گارانتی,18 ماه قطعات فنی - 5 سال کمپرسور,نصب رایگان,دارد - طبق تعرفه شرکت گارانتی,شناسه کالا,2800000066208,گارانتی,5 سال گارانتی شرکت زرین نمای کاسپین,گارانتی,5 سال ضمانت كمپرسور و 18 ماه گارانتي قطعات فني,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,https://damatajhiz.com/products/6553/داکت-اسپلیت-اینورتر-بیومن-مدل-bid-24h,داکت اسپلیت اینورتر بیومن مدل BID-24H,27518000,داکت اسپلیت > داکت اسپلیت بیومن,"https://damava.ir/wp-content/uploads/2022/sarmayesh/357/1.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/357/2.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/357/3.jpg",<ol><li>عملکرد: سرمايش و گرمایش</li><li>قابلیت اتصال به کویل آبگرم جهت تامین گرمایش دارد</li><li>برق مصرفی تکفاز + رده انرژی A</li><li>برای مساحت 30 تا 50 متر مربع (براساس شرایط)</li><li>گاز مبرد R410a و کمپرسور روتاری GMCC</li></ol>,مدل دستگاه,BID-24H,برچسب مصرف انرژی,A,موقعیت نصب پنل داخلی,سقفی توکار,شرایط کارکرد,معتدل,گردش هوا- CFM ,760/640/520,فشار استاتیک خارجی - Pa,160~0,ظرفیت سرمایشی - BTU/h,24000,ظرفیت گرمایشی - BTU/h,27000,ظرفیت سرمایشی - تن,2, برق مصرفی,تک فاز - 220 ولت,جریان برق مصرفی سرمایشی~گرمایشی- Amp,9.55~10.24,سطح صدا یونیت داخلی - Db,44/41/38,ابعاد خالص یونیت داخلی (عمقxارتفاعxعرض) - mm ,1000x245x700,ابعاد ناخالص یونیت داخلی (عمقxارتفاعxعرض) - mm,1230x300x830,ابعاد خالص یونیت خارجی (عمقxارتفاعxعرض) - mm,900x700x350,ابعاد ناخالص یونیت خارجی (عمقxارتفاعxعرض) - mm,1020x770x430,وزن یونیت داخلی خالص | ناخالص - Kg,32 | 38,وزن یونیت خارجی خالص | ناخالص - Kg,51 | 55,نوع کمپرسور,روتاری برند GMCC,کیت اینورتر (کم مصرف),دارد,گاز مبرد,R410a,سایز لوله مایع (رفت) - inch,3/8,سایز لوله گاز (برگشت) - inch,5/8,قطر درین - inch,3/4,حداکثر طول لوله کشی - m,30,حداکثر ارتفاع لوله کشی - m,25,دامنه دمایی کارکرد,5- الی 49 درجه سانتیگراد,کشور سازنده ,چین,مدت گارانتی,18 ماه ضمانت قطعات فنی - 5 سال ضمانت کمپرسور,شناسه کالا,2800000356682,گارانتی,5 سال گارانتی شرکت زرین نمای کاسپین,گارانتی,5 سال ضمانت تعويض كمپرسور و 18 ماه گارانتی قطعات فنی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,https://damatajhiz.com/products/5664/کولر-گازی-و-اسپلیت-وستن-ایر-12000-مدل-ws-r124hc,کولر گازی و اسپلیت وستن ایر 12000 مدل WS-R124HC,13946000,کولر گازی و اسپلیت > کولر گازی و اسپلیت وستن ایر ,"https://damava.ir/wp-content/uploads/2022/sarmayesh/358/1.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/358/2.jpg",<ol><li>عملکرد: سرمايش و گرمایش</li><li>گرید انرژی B</li><li>گاز مبرد R410a و کمپرسور روتاری</li><li>برای مساحت 17 تا 22 متر مربع (براساس شرایط)</li><li>مناسب آب و هوای معتدل</li></ol>,مدل دستگاه,WS-R124HC,برچسب مصرف انرژی,B,موقعیت نصب دستگاه,دیواری,شرایط کارکرد,معتدل,نوع کمپرسور,روتاری,گاز مبرد,R410,ظرفیت سرمایشی - BTU/h,12000,ظرفیت گرمایشی - BTU/h,13000,مصرف برق در حالت سرمایش kw,1.02,مصرف برق در حالت گرمایش kw,1,نوع برق مصرفی,تک فاز,جریان برق در حالت سرمایش A,4.61,جریان برق در حالت گرمایش A,4.8,حداکثر صدا یونیت داخلی - Db,38,ابعاد یونیت داخلی - mm ,210*290*760,ابعاد یونیت خارجی - mm,255*545*720,وزن یونیت داخلی - Kg,906,وزن یونیت خارجی - Kg,28.5,سایز لوله مایع (رفت) - mm,6.35,حداکثر طول لوله کشی - m,12,حداکثر ارتفاع لوله کشی - m,7,دامنه دمایی  کارکرد,15- الی 55 درجه سانتی گراد,کشور سازنده ,آلمان- مونتاژ چین,مدت گارانتی,2 سال ضمانت قطعات فنی - 5 سال ضمانت کمپرسور,شناسه کالا,2800000155414,گارانتی,5 سال گارانتی شرکت اورین تهویه,گارانتی,5 سال ضمانت کمپرسور و 2 سال ضمانت کلیه قطعات,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,https://damatajhiz.com/products/4402/کولر-گازی-اینورتر-وستن-ایر-9000-مدل-ws-r094hc,کولر گازی اینورتر وستن ایر 9000 مدل WS-R094HC,14364000,کولر گازی و اسپلیت > کولر گازی و اسپلیت وستن ایر ,"https://damava.ir/wp-content/uploads/2022/sarmayesh/359/1.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/359/2.jpg",<ol><li>عملکرد: سرمايش و گرمایش + اينورتر</li><li>گرید انرژی A</li><li>گاز مبرد R410a و کمپرسور روتاری</li><li>برای مساحت 12 تا 15 متر مربع (براساس شرایط)</li><li>مناسب آب و هوای معتدل</li></ol>,مدل دستگاه,WS-R094HC,برچسب مصرف انرژی,A,موقعیت نصب دستگاه,دیواری,شرایط کارکرد,معتدل,نوع کمپرسور,روتاری,گاز مبرد,R410a,ظرفیت سرمایشی - BTU/h,9000,ظرفیت گرمایشی - BTU/h,10000,مصرف برق در حالت سرمایش kw,0.71,مصرف برق در حالت گرمایش kw,0.71,نوع برق مصرفی,تک فاز,جریان برق در حالت سرمایش A,3.28,جریان برق در حالت گرمایش A,3.29,حداکثر صدا یونیت داخلی - Db,38,ابعاد یونیت داخلی - mm ,188*285*700,ابعاد یونیت خارجی - mm,550*260*720,وزن یونیت داخلی - Kg,9,وزن یونیت خارجی - Kg,27,سایز لوله مایع (رفت) - mm,6.35,حداکثر طول لوله کشی - m,7,حداکثر ارتفاع لوله کشی - m,5,دامنه دمایی  کارکرد,15- الی 55 درجه سانتی گراد,کشور سازنده ,آلمان-مونتاژ چین,مدت گارانتی,2 سال ضمانت قطعات فنی - 5 سال ضمانت کمپرسور,شناسه کالا,2800000155254,گارانتی,5 سال گارانتی شرکت اورین تهویه,گارانتی,5 سال ضمانت کمپرسور و 2 سال ضمانت کلیه قطعات,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
